what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jpt.jpa.db,2.0.0.v201105030000,"org.eclipse.jpt.jpa.db",1322525417562
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1322525418686
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1322525418696
started,bundle,org.jboss.ide.eclipse.archives.ui,3.2.1.v20111022-0843-H32-M4,"org.jboss.ide.eclipse.archives.ui",1322525418820
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1322525418887
started,bundle,org.eclipse.jpt.common.ui,1.0.0.v201104120000,"org.eclipse.jpt.common.ui",1322525418928
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1322525420566
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1322525422381
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1322525422873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525423361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525426224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525430290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525450947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525450956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525454891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525513157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525513168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525515108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525538127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525538146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525538430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525542704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525555557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525558122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525558129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525560179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525600277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525600289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525603641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525765765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525765791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525766073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525767963
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1322525780999
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322525782667
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1322525782729
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1322525796755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525811179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525960981
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322525968091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525969366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525987131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322525987160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322525987424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526014882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526029497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526156473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322526156485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526156776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526157109
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1322526168371
started,bundle,org.eclipse.wst.css.core,1.1.500.v201104191926,"org.eclipse.wst.css.core",1322526168549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1322526171987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526172356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526174854
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322526180837
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322526181136
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322526189138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526190054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526191864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526194564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526200767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322526200809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526201372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526201931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1322526207649
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322526237124
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322526237141
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20111022-0835-H25-M4,"org.jboss.tools.jmx.core",1322526308880
started,bundle,org.jboss.tools.jmx.ui,1.2.0.v20111022-0835-H25-M4,"org.jboss.tools.jmx.ui",1322526308881
started,bundle,org.jboss.ide.eclipse.as.jmx.integration,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.jmx.integration",1322526308962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526311804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526326054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526328731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526334072
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1322526337614
started,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1322526337842
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1322526337931
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1322526337935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526338080
started,bundle,org.eclipse.ant.core,3.2.300.v20110511,"org.eclipse.ant.core",1322526338221
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1322526339134
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1322526339203
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1322526339373
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322526340349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526340375
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322526340387
started,bundle,org.python.pydev.debug,2.2.3.2011100616,"org.python.pydev.debug",1322526340563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526374592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526376465
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322526376698
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1322526377607
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1322526377612
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1322526377613
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1322526377613
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1322526377613
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1322526377614
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1322526377615
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1322526377615
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1322526377615
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1322526377615
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1322526377615
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1322526377616
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.401.v201108240414,"org.eclipse.jst.ws.consumption.ui",1322526377616
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.601.v201108230319,"org.eclipse.jst.ws.consumption",1322526377616
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1322526377616
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1322526377617
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1322526377617
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1322526377617
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1322526377617
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1322526377617
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1322526377618
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1322526377619
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1322526377619
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1322526377619
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1322526377619
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1322526377619
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1322526377619
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1322526377619
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1322526377619
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1322526377621
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1322526377621
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1322526377621
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1322526377621
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1322526377621
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1322526377621
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.xmlrpc",1322526377622
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.2.v201105111200,"org.eclipse.datatools.enablement.oda.ws.ui",1322526377622
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.2.v201106161731,"org.eclipse.datatools.enablement.oda.ws",1322526377622
stopped,bundle,org.eclipse.wst.wsdl,1.2.202.v201108230355,"org.eclipse.wst.wsdl",1322526377622
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1322526377622
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1322526377623
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1322526377623
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1322526377623
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1322526377623
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1322526377624
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1322526377624
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1322526377624
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1322526377624
stopped,bundle,org.eclipse.wst.xml.xpath.core,1.2.1.v201109010357,"org.eclipse.wst.xml.xpath.core",1322526377624
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.1.v201104211630,"org.eclipse.datatools.enablement.oda.xml.ui",1322526377624
stopped,bundle,org.eclipse.datatools.enablement.oda.xml,1.2.1.v201104121500,"org.eclipse.datatools.enablement.oda.xml",1322526377624
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1322526377624
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1322526377624
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1322526377624
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1322526377624
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1322526377625
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1322526377625
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.103.v201109010833,"org.eclipse.jst.pagedesigner",1322526377625
stopped,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1322526377625
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1322526377625
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.100.v201104061711,"org.eclipse.jst.jsf.standard.tagsupport",1322526377625
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1322526377625
stopped,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1322526377625
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1322526377625
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1322526377626
stopped,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1322526377764
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1322526377765
stopped,bundle,org.eclipse.jpt.jaxb.eclipselink.ui,1.1.0.v201105110000,"org.eclipse.jpt.jaxb.eclipselink.ui",1322526377765
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1322526377765
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1322526377765
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1322526377770
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1322526377771
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.600.v201104261451,"org.eclipse.jst.ejb.ui",1322526377771
stopped,bundle,org.jboss.ide.eclipse.as.classpath.ui,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.classpath.ui",1322526377771
stopped,bundle,org.jboss.ide.eclipse.as.classpath.core,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.classpath.core",1322526377771
stopped,bundle,org.jboss.ide.eclipse.as.rse.ui,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.rse.ui",1322526377771
stopped,bundle,org.jboss.ide.eclipse.as.rse.core,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.rse.core",1322526377772
stopped,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.archives.webtools",1322526377775
stopped,bundle,org.jboss.ide.eclipse.as.jmx.integration,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.jmx.integration",1322526377775
stopped,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20111104-1515-H45-M4,"org.jboss.ide.eclipse.as.ui.mbeans",1322526377776
